Chorus,Verse,Pre-Chorus,Post-Chorus,Bridge,Intro,Verse 1,Verse 2,Outro,Refrain,Verse 3,Breakdown,Interlude,Reprise,Drop,"Produced by S1, M-Phazes and VohnBeatz",Hook,Instrumental Break,Pre-Chorus 1,Pre-Chorus 2,Pre-Chorus 3,Verse 4,Chorus 1,Chorus 2,Hook – Dave,Verse 1 – Carter,Bridge – Carter,Verse 2 – Carter,Outro - Dave,Pre-Hook,Bridge & Guitar Solo,laughs] Why you always gotta be inconsistent,Verse 5,Verse 6,Break,Chorus 3,Hook 2,Chorus 4,Hook 3,Guitar Solo,Dialogue,"Letra de ""Cariño""",Musical Interlude,Interlude 1,Interlude 2,Refrain 1,Refrain 2,Post Hook,"Interlude, spoken/sampled",*Complete and utter incoherence*,Couplet 1,Couplet 2,Instrumental,Part,INTRO,VERSE 1,VERSE 2,PRE-Chorus?,VERSE 3,OUTRO,Instrumental break,Breakdown (Chopped Sample),Climb,BETELGEUSE,LYDIA SPOKEN,LYDIA,BETELGEUSE SPOKEN,SUNG,SPOKEN,BARBARA SPOKEN,ADAM SPOKEN,ADAM AND BARBARA,ADAM,BARBARA,"LYDIA, ADAM, AND BARBARA",Verse 7,Bridge 1,Bridge 2,Pre Chorus,Monologue,Click here to read Panic! At The Disco’s story about “Death of A Bachelor”,Instrumental Bridge,Spoken,Intro (Japanese),"Audio sample from The B-52's ""Rock Lobster""",Got The Love - Terrell Morris](,DIE 4 YOU - Creams](,Red Lights - Haiti Babii](,Rich Girl - Soulex],Amantes y Amigos - Arcangel](,Stained Glass (feat. Westside Gunn) - The Alchemist],Wonder (feat. Still Woozy and MTMBO) - Billy Lemos],CLUB E11EVEN (feat. Guapdad 4000) - ALLBLACK],Verse Reprise,Post-Chorus - Extended,Post Chorus,Instrumental Post-Chorus,Trumpet Solo,Round 1,Round 2,Round 3,"Letra de ""Taki Taki"" ft. Ozuna, Cardi B & Selena Gomez",Coro,Verso 1,Pre-Coro,Verso 2,Verso 3,Skit,Post-Verse,"Letra de ""Pa' La Cultura"" ft. Sofía Reyes, Abraham Mateo, De La Ghetto, Zion & Lennox, Manuel Turizo, Lalo Ebratt, Thalía & Maejor",Verso 4,Verso 5,Verso 6,Verso 7,Produced by DJ Mustard,Estribillo,Songtext zu „Cinderella“,Strophe 1,Pre-Refrain,Post-Refrain,Strophe 2,Songtext zu „Bachata“ ft. Cristobal,Part 1,Part 2,"Letra de ""Que Calor"" ft. J Balvin & El Alfa",Refrán,Puente,"Letra de ""VIDA LOCA""",Bridge 3,Songtext zu „Paradise“,Pre-Drop; Joker Bra,Pre-Drop,"Songtekst van ""Video Vixen"" ft. Bizzey","Letra de ""Pa' Ti""",Produced by The Invisible Men,B-Section,Beatbox Solo,Spoken Intro,Spoken Interlude,"Letra de ""TKN""",Middle 8,Saxophone Solo,"Produced by Mariah Carey, The-Dream, and Tricky Stewart",Chorus Variation,"Letra de ""telepatía""","Letra de ""Rabiosa"" feat. El Cata",Dinah,Post-Bridge
"['Maybe a hundred bad days made a hundred good stories', 'A hundred good stories make me interesting at parties', 'A hundred bad days made a hundred good stories', 'A hundred good stories make me interesting at parties, yeah', ""No, I ain't scared of you"", ""No, I ain't scared of you no more"", '', 'Maybe a hundred bad days made a hundred good stories', 'A hundred good stories make me interesting at parties', 'A hundred bad days made a hundred good stories', 'A hundred good stories make me interesting at parties, yeah', ""No, I ain't scared of you"", ""No, I ain't scared of you no more"", '', 'A hundred bad days made a hundred good stories', 'A hundred good stories make me interesting at parties, yeah', ""No, I ain't scared of you"", ""No, I ain't scared of you"", 'A hundred bad days made a hundred good stories', 'A hundred good stories make me interesting at parties, yeah', ""No, I ain't scared of you"", ""No, I ain't scared of you no more""]",,"[""(Ah) When all is going wrong and you're scared as hell"", '(Ah) What you gonna do? Who you gonna tell?', '', ""(Ah) When all is going wrong and you're scared as hell"", '(Ah) What you gonna do? Who you gonna tell?', '']","['La-da-da-da-da-da-da-da-da-da-da, da, da', 'La-da-da-da-da-da-da-da-da-da-da, da, da', ""No, I ain't scared of you"", ""No, I ain't scared of you no more"", 'La-da-da-da-da-da-da-da-da-da-da, da, da', 'La-da-da-da-da-da-da-da-da-da-da, da, da', ""No, I ain't scared of you"", ""No, I ain't scared of you no more""]","['Screw your thing, it goes like this', ""No, I ain't scared of you"", ""No, I ain't scared of you"", '']",,"['Remember when we all got drunk?', 'I ended up with two broke thumbs', 'Oh my God, I felt so dumb, lucky me', 'I wrote a song that no one knows', 'I played a show and no one showed', 'Oh my God, I felt so alone, lucky me', '']","['Remember when she broke my heart', ""Waitin' for the waiter to return my card?"", 'Right as I let down my guard, lucky me', 'We had to work a bit more hard', 'Only just to get a little bit less far', ""We could laugh about it all tomorrow, couldn't we?"", '']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[""You're a mess, tangled with your confidence"", ""You think you haven't sinned"", ""Well, you're unstoppable"", 'Your walls are impassible', ""Oh, I think you're better off looking alone"", 'Cause the boys that chase your hips can just go find their way home', 'And at the end of the day you think to yourself', '""My body is a product being sold on a shelf.""', 'Tell me I can change', 'Tell me I can change', '', 'Well I know you lay in bed', 'Contemplating your own death', ""Well, just look at what you've done"", ""Don't you dare forget the sun, love"", ""(Don't forget!)"", 'Cold white walls, keep you from your pad and pen', 'You just wanna stab again', ""I can't believe it's half this hard"", 'You never knew your mind was dark, no!', '', ""Well, I think you're better off looking alone"", 'Cause the boys that chase your hips can just go find their way home', 'You can dig so deep for scars', 'You never knew your mind was dark', 'Come on and breathe with me, oh', 'Breathe with me, oh!', 'Well, I know you lay in bed', 'Contemplating your own death', ""Well, just look at what you've done"", ""Don't you dare forget the sun, love!"", '', 'You look down on, me so casually', 'In everything I know', 'You look down on me, but not right on me', 'Did I wreck this broken home?', 'Dear diary', 'Life is trying me', 'Can I get a sign?', 'Or a two of mine, a piece of mind', 'Can I get a sign? (a sign)', 'Can I get a sign? (I know)', '', 'Well, I know you lay in bed (in bed)', 'Contemplating your own death', ""Well, just look at what you've done"", ""Don't you dare forget the sun, love!"", '', 'You look down on me, so casually', 'In everything I know', 'You look down on me, but not right on me', 'Is it plain to see, that life is trying me?', 'Ohh, life is trying me!', 'Life is trying', 'Can I think of something?', ""Gotta' think of something!""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[""We'll never get free, lamb to the slaughter"", ""What you gon' do when there's blood in the water?"", 'The price of your greed is your son and your daughter', ""What you gon' do when there's blood in the water?"", '', ""We'll never get free, lamb to the slaughter"", ""What you gon' do when there's blood in the water?"", 'The price of your greed is your son and your daughter', ""What you gon' do when there's blood in the water?"", '', ""We'll never get free, lamb to the slaughter"", ""What you gon' do when there's blood in the water?"", 'The price of your greed is your son and your daughter', ""What you gon' do when there's blood in the water?"", '']",,,,"['I am the people', 'I am the storm', 'I am the riot', 'I am the swarm', ""When the last tree's fallen"", ""The animal can't hide"", ""Money won't solve it"", ""What's your alibi? (Alibi, alibi)"", ""What's your alibi? (Alibi, alibi)"", ""What's your alibi? (Alibi, alibi)"", ""What you gon' do when there's blood in the"", 'Blood in the water?']",,"['Look me in my eyes', ""Tell me everything's not fine"", ""Oh, the people ain't happy"", 'And the river has run dry', 'You thought you could go free', 'But the system is done for', 'If you listen real closely', ""There's a knock at your front door"", '']","['Beg me for mercy', 'Admit you were toxic', 'You poisoned me just for', 'Another dollar in your pocket', 'Now I am the violence', 'I am the sickness', ""Won't accept your silence"", 'Beg me for forgiveness', '']","[""When there's blood in the water"", '(Oh, oh)', ""When there's blood in the"", '(Oh, oh)', ""When there's blood in the water""]",,,,,,"[""When there's blood in the"", '(Oh, oh)', ""When there's blood in the"", '(Oh, oh)', ""When there's blood in the water"", '(Oh, oh)', ""When there's blood in the"", '(Oh, oh)', '(Oh, oh)', '']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[""I should be at church but I'm ragin' on a Sunday"", ""Lot to confess, fuck it, worry 'bout it some day"", ""Baptizin' the crowd 'cause they lookin' pretty thirsty"", '(Save me from myself and take me to the promised land)', '', ""I should be at church but I'm ragin' on a Sunday"", ""Lot to confess, fuck it, worry 'bout it some day"", ""Baptizin' the crowd 'cause they lookin' pretty thirsty"", '(Save me from myself and take me to the promised land)', ""I should be at church but I'm ragin' on a Sunday"", ""Lot to confess, fuck it, worry 'bout it some day"", ""Baptized in the crowd 'cause they lookin' pretty thirsty"", ""(I should be at church but I'm ragin' on a Sunday)"", ""I should be at church but I'm ragin' on a Sunday"", ""Lot to confess, fuck it, worry 'bout it some day"", ""Baptizin' the crowd 'cause they lookin' pretty thirsty"", ""(I should be at church but I'm ragin' on a)"", ""I should be at church but I'm ragin' on a Sunday"", ""Lot to confess, fuck it, worry 'bout it some day"", ""Baptizin' in the crowd 'cause they lookin' pretty thirsty"", ""(I should be at church but I'm ragin' on a Sunday)"", '', ""I should be at church but I'm ragin' on a Sunday"", ""Lot to confess, fuck it, worry 'bout it some day"", ""Baptizin' the crowd 'cause they lookin' pretty thirsty"", '(Save me from myself and take me to the promised land)', ""I should be at church but I'm ragin' on a Sunday"", '(Hey-ay, Hey-ay)', ""Baptizin' the crowd 'cause they lookin' pretty thirsty"", ""(I should be at church but I'm ragin' on a blaaa!)""]",,,,"[""I should be at church but I'm ragin' on a Sunday"", ""(I'm ragin' on a Sunday)"", ""Lot to confess and I'll worry 'bout that some day"", ""(Worry 'bout that some day)"", ""Baptizin' the crowd 'cause they lookin' pretty thirsty"", ""(Lookin' pretty thirsty)"", ""Yeah, I should be at church but I'm ragin' on a Sunday"", '(Raging, raging, raging on a Sunday)']","['And the hand of the Lord was on me, and he brought me out by', 'The Spirit of the Lord to the middle of a valley full of bones', 'Full of bones', '']","['This is a chapel and these words, your religion', ""Raise your cup for that holy grail that you're sippin'"", 'Free up your mind, I know that it can be a prison', ""We ain't got much time, you better spend what you were given"", '']","[""This is a holiday and you've been resurrected"", 'Rise from the grave when everyone least expects it', 'We are the ones that thrive off being rejected', 'Hiding the bones and never learning our lesson', '']",,,,,,,,,,,,,,,,,,,,,,,,,,,"['Mmm, hey', 'Mmm-yeah-yeah', 'Hey, yeah, yeah, yeah, yeah', 'Mmm', '']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['Tell me the truth, does he make you sweat', 'Shiver like I do?', ""And I don't mean to be so cruel, but"", ""I want to make you do the bad things that he can't teach you"", ""The places he can't reach to"", 'Tell me the truth, does he make you... ah, ah, ah, ah?', '', ""We can play this dirty game while he's away"", ""Ain't that why you came? You whisper"", 'In my ears soft and low', ""What he don't know (Won't hurt him)"", ""Don't know (Won't hurt him)"", ""Don't know (Won't hurt him, no)"", ""What he don't know (Won't hurt him)"", ""Don't know (Won't hurt him)"", ""Don't know (Won't hurt him)"", 'Those devil eyes set me on fire, got', 'Me burning up inside', 'A simple touch is just enough to', 'Tell you like it rough', 'You say you want to leave him', 'Secrets always stay sweet and', 'On the tip of your tongue like a loaded gun… ah, ah, ah, ah', '', '', 'We’ve crossed the line so many times tonight', ""There's no getting you back into that black dress"", '']",,"['Your body', 'Is calling', 'I wanna answer you', 'You dare me', 'To dare you', ""Who's gonna make a move?"", '', '', '']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[""I'm a little O.D.D"", ""Most people really don't get me"", ""I'm the girl in the back of the class"", ""Blank stare, don't care, don't ask"", ""I'm a little O.D.D"", 'And I see the way they look at me', 'I can hear it when they talk that trash', 'Saying ""Any minute she gon\' crack""', '', ""I'm a little O.D.D"", ""Most people really don't get me"", ""I'm the girl in the back of the class"", ""Pink hair but I'm wearing all black"", ""I'm a little O.D.D"", 'And I see the way they look at me', 'I can hear it when they talk that trash', 'Saying ""Any minute she gon\' crack""', '', ""I'm a little O.D.D"", ""Most people really don't get me"", ""I'm the girl in the back of the class"", 'I break hearts, die young, live fast', ""I'm a little O.D.D"", ""Most people really don't get me"", ""I'm the girl in the back of the class"", 'Fuck bitches, get money, blow cash', ""I'm a little O.D.D"", 'And I see the way they look at me', 'I can hear it when they talk that trash', 'Saying ""Any minute she gon\' crack""']",,"['Some days I wake up I just wanna hide under the covers', ""'Cause no matter what I do I'll never be like all the others"", '', 'Some days I wake up I just wanna hide under the covers', ""'Cause no matter what I do I'll never be like all the others"", 'Because...', '']",,,,"['I was raised by a mom', 'Who told me I should never listen to another voice', 'But my own', ""Now I've grown up, now I know"", ""That when I'm tryna be myself it isn't so simple"", 'Anymore', '']","['Ooh', 'My sister, bless her heart', 'She was the only one who had my back when everyone', 'Else did not', ""Looking back, it's crazy"", 'I almost turned into the person people told me I', 'I should be']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['Take a sip, take a sip, take a sip', 'And I trip, and I trip, and I trip', ""And I'm like... when you bitch, when you bitch, when you bitch"", 'Counterfeit, hypocrite, holy shit', '', 'Take a sip, take a sip, take a sip', 'And I trip, and I trip, and I trip', ""And I'm like... when you bitch, when you bitch, when you bitch"", 'Counterfeit, hypocrite, holy shit', 'Take a sip, take a sip, take a sip', 'And I trip, and I trip, and I trip', ""And I'm like... when you bitch, when you bitch, when you bitch"", 'Counterfeit, hypocrite, holy shit', '', 'Take a sip, take a sip, take a sip', 'And I trip, and I trip, and I trip', ""And I'm like... when you bitch, when you bitch, when you bitch"", 'Counterfeit, hypocrite holy shit']",,"[""Whiskey was his friend, he didn't have another"", 'Vicodin his vice, his real and only lover (yup)', 'Smoked a pack or two, it never was a problem', 'Popped a pill or two, they really made him blossom (yup)', '', ""Whiskey was his friend, he didn't have another"", 'Vicodin his vice, his real and only lover (yup)', 'Smoked a pack or two, it never was a problem', 'Popped a pill or two, they really made him blossom (yup)']",,"['Everybody gets high', 'All I ever get is high', 'Everybody gets high', 'All I ever get is high', 'Everybody gets high', 'All I ever get is high', 'Everybody gets high', 'All I ever get is high', '(Yup)', '', 'Everybody gets high', 'All I ever get is high', 'Everybody gets high', 'All I ever get is high', 'Everybody gets high', 'All I ever get is high', 'Everybody gets high', 'All I ever get is high']",,"['Once upon a time in a land far away', 'There lived a little boy and he drank all day', 'Friends called him stupid and his brothers called him gay', ""Emptied all the bottles 'til the pain went away"", '']","['Once upon a time in a land far away', 'There lived a little boy and he cried all day', 'Playboy bunny magazines would never get him laid', ""Downed another bottle 'til the pain went away"", '']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['It started with a whisper', 'And that was when I kissed her', 'And then she made my lips hurt', 'I can hear the chit-chat', 'Take me to your love shack', ""Mama's always gotta backtrack"", 'When everybody talks back', '', 'It started with a whisper', 'And that was when I kissed her', 'And then she made my lips hurt', 'I can hear the chit-chat', 'Take me to your love shack', ""Mama's always got a backtrack"", 'When everybody talks back', '', 'It started with a whisper', 'And that was when I kissed her', 'And then she made my lips hurt', 'I can hear the chit-chat', 'Take me to your love shack', ""Mama's always got a backtrack"", 'When everybody talks back']",,,"['Everybody talks', 'Everybody talks', 'Everybody talks', 'Everybody talks', 'Everybody talks', 'Everybody talks back', '']","[""Never thought I'd live"", 'To see the day', ""When everybody's words"", 'Got in the way, oh', '']",,"[""Hey baby won't you look my way"", 'I can be your new addiction', 'Hey baby what you got to say', ""All you're giving me is fiction"", '']","['Hey honey you could be my drug', 'You could be my new prescription', 'Too much could be an overdose', 'All this trash talk make me itching']","['It started with a whisper', '(Everybody talks, everybody talks)', 'And that was when I kissed her', '(Everybody talks, everybody talks)', 'Everybody talks', 'Everybody talks back']",,"['Hey sugar show me all your love', ""All you're giving me is friction"", 'Hey sugar what you gotta say?', '']",,,,,,,,"[""I'm a sorry sucker"", 'And this happens all the time', 'I find out that everybody talks', 'Everybody talks, everybody talks', '']","['Oh my, my shit', 'Everybody talks, everybody talks', 'Everybody talks too much', '']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[""I've been so good"", ""I've been helpful and friendly"", ""I've been so good"", 'Why am I feeling empty?', ""I've been so good"", ""I've been so good this year"", ""I've been so good"", ""But it's still getting harder"", ""I've been so good"", 'Where the hell is the karma?', ""I've been so good"", ""I've been so good this year"", '', ""I've been so good"", ""I've been helpful and friendly"", ""I've been so good"", 'Why am I feeling empty?', ""I've been so good"", ""I've been so good this year"", ""And I've been so good"", ""But it's still getting harder"", ""I've been so good"", 'Where the hell is the karma?', ""I've been so good"", ""I've been so good this year"", ""'Cause I've been so good"", ""I've been working my ass off"", ""I've been so good"", ""Still, I'm lonely and stressed out"", ""I've been so good"", ""I've been so good this year"", ""And I've been so good"", ""But it's still getting harder"", ""I've been so good"", 'Where the hell is the karma?', ""I've been so good"", ""I've been so good this year"", '']",,,,"['Ah, ah, ah', 'Ah, ah, ah', ""I've been so good this year"", ""I've been so good this year""]",,"['Why are you asking me why?', 'My days and nights are filled with disappointment', ""Fine, oh, no, everything's fine"", ""I'm not sure why I booked today's appointment"", '']","['What? Am I normal or not?', 'Am I crazier than other patients?', ""Right, I've done everything right"", ""So where's the karma, Doc? I've lost my patience"", '']","[""Time, I know we're out of time"", ""But what if sad thoughts come and I can't stop it?"", ""Bye, I don't wanna say bye"", 'If only I could keep you in my pocket', ""To give me some diagnosis of why I'm so hollow"", ""Please give me instructions, I promise I'll follow"", 'I tripped on my ankle and fractured my elbow', ""But doesn't that mean that the tour's gonna sell, though?"", ""I try to explain the good faith that's been wasted"", 'But after an hour, it sounds like complaining', ""Wait, don't go away, can I lie here forever?"", ""You say that I'm better, why don't I feel better?"", 'The universe works in mysterious ways', ""But I'm starting to think it ain't working for me"", 'Doctor, should I be good, should I be good this year?']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[""I'm not a piece of cake for you to just discard"", 'While you walk away with the frosting of my heart', ""So I'm taking back what's mine, you'll miss"", 'The slice of heaven that I gave to you last night', '', 'I’m not a piece of cake for you to just discard', 'While you walk away with the frosting of my heart', 'So I’m taking back what’s mine, you’ll miss', 'The slice of heaven that I gave to you last night', 'I’m not a piece of cake for you to just discard', 'While you walk away with the frosting of my heart', ""So I’m taking back what's mine, you'll miss"", 'The slice of heaven that I gave to you last night', 'The slice of heaven that I gave', 'The slice of heaven that I gave to you', 'The slice of heaven that I gave to you last night']",,,,"['If I am just a piece of cake', 'I am just a piece of cake (cake)', ""Then, you're just a piece of meat"", ""You're just a piece of meat to me"", 'If I am just a piece of cake', 'I am just a piece of cake (cake)', ""Then, you're just a piece of meat"", ""You're just a piece of meat to me"", '']",,"['Your skin is warm like an oven, your kiss is sugary sweet', 'Your fingers feel like cotton when you put your arms around me', ""I feel like I'm just missing something whenever you leave"", ""We've got all the ingredients except you loving me"", '']","['You smell just like vanilla, you taste like buttercream', ""You're filling up my senses with empty calories"", 'I feel like I’m just missing something whenever you leave', ""You've got all the ingredients except you needing me"", '']",,,,,,,,,,,"['And respectfully', '']","['So respectfully', '']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['Do you have enough love in your heart', 'To go and get your hands dirty?', ""It isn't that much, but it's a good start"", 'So go and get your hands dirty', 'Do you love your neighbor?', 'Is it in your nature?', 'Do you love a sunset?', ""Aren't you fed up yet?"", 'Do you have enough love in your heart', 'To go and get your hands dirty?', 'Do you have enough love in your heart', 'To go and get your hands dirty?', ""It isn't that much, but it's a good start"", 'So go and get your hands dirty', 'Do you love your neighbor?', 'Is it in your nature?', 'Do you love a sunset?', ""Aren't you fed up yet?"", 'Do you have enough love in your heart', 'To go and get your hands dirty?', 'Do you have enough love in your heart', '(Do you have enough love in your heart?)', 'To go and get your hands dirty?', ""It isn't that much, but it's a good start (A good start)"", 'So go and get your hands dirty', 'Do you love your neighbor?', 'Is it in your nature?', 'Do you love a sunset?', ""Aren't you fed up yet?"", 'Do you have enough love in your heart', 'To go and get your hands dirty?', '']",,"['Tell me what you tryna hide', 'And what you runnin’ from inside', ""'Cause I got a surprise"", ""We might not make it to the mornin'"", 'So go on and tell me now', '', 'Tell me what you tryna hide', ""And what you runnin' from inside"", ""'Cause I got a surprise"", ""We might not make it to the mornin'"", 'So go on and tell me now', '']","['Yeah, yeah', 'To go and get your hands dirty', '', 'Yeah, yeah', 'To go and get your hands dirty', '', 'Yeah, yeah', 'To go and get your hands dirty']","[""Is there anybody out there that's payin' attention?"", ""Is there anybody out there that's payin' attention?"", ""Is there anybody out there that's payin' attention?"", 'Is there anybody out there? (There, there, there, there, there, there)', 'So go on and tell me now (Oh)', '']",,"['Is it time to lead or is it time to die?', 'Time to raise hell or walk on by?', ""Is there anybody out there that's payin’ attention?"", 'Yeah, yeah', 'Is it time to speak up or time for silence?', 'Time for peace or is it time for violence?', ""Is there anybody out there that's payin' attention?"", 'Yeah, yeah', '']","['I got a skeleton under the floorboard', 'I got a secret I need you to keep', 'Run away, run away, you have been forewarned', ""I don't wanna go off in the deep"", ""If we don't do somethin’, we’ll be stuck up in the mud again"", ""Don't wanna mess it up ’cause I want everything and nothing at all"", ""I've got a feeling when they walkin' on the ceilin'"", 'That the people needed healin’ and they know', '']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['Kill the lights, kill the actor, kill the actress', ""I'm afraid that the spotlight dried you up, whoa, whoa oh"", ""Don't even think about it"", ""Don't even think about it, no"", ""We're begging you"", 'To kill the lights, kill the actor, kill the actress', 'Or kill us all', 'Or kill us all', 'Or kill us all']",,"['But the truth we pursue as we all beg you to', '', 'So we all stand enthralled by this bland curtain call', 'And the truth we pursue as we all, we all beg you to']",,"['Stop there and peer inside of me', ""You'll find a man once lost at sea"", 'But all the while I would think to myself', ""It's not the end, it's not the end at all"", 'So sick of nothing going right', 'Sail on along into the night', 'Not even death could stand in the way', 'You never even tried in the first place', '']",,"['You reside in grand disguises', 'Just to get, get away from it all', ""Falsify the life you're hiding"", 'Just to get, get away from it all', '']","['Shut your mouth, you make me sick with', 'All the lies, all the lies that you spill', ""Slip and fall, I'll watch you drown in"", 'All the lies, all the lies that you spill', ""As you're tongue-tied, did you believe it?"", 'False pride never existed', 'Now I am cutting ties clean off', 'And I can breathe at last', '']",,,,,,,,,,,,,,,"['Kill the lights, kill the actor, kill the actress', ""I'm afraid that the spotlight dried you up, whoa, whoa oh"", '']","['Kill the lights, kill the actor, kill the actress', ""I'm afraid that the spotlight dried you up, whoa, whoa oh"", ""Don't even think about it"", ""Don't even think about it, no"", ""We're begging you"", 'To kill the lights, kill the actor, kill the actress', 'Or kill us all', '']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['We wanted to believe there was no', 'No hell on earth worse than what we know', 'But every day just seems to worsen', ""We weren't prepared at all"", 'Now we must rise to this occasion', 'Devoid of all consideration', 'When every day’s a waking nightmare', ""We're waiting for the fall"", '', 'Waging war with every single passing day', 'We will march to victory no matter what the cost', 'I could see the fear as it was plaguing all our eyes', ""Let's set asidе our weaknesses and cross thе line"", 'Any way you break it down', 'We’ve still no answers not yet', 'These devils seem to massacre so easily', ""We'll stand and fight"", ""We're never backing down"", '', ""We'll offer up"", ""We'll offer up"", ""We'll sacrifice"", 'Until our hearts have stopped', 'With our own hands', ""We'll take a stand"", 'And carve a path', 'Into our future', ""We'll offer up"", 'We’ll offer up', 'We’ll sacrifice', 'Until our hearts have stopped', 'With our own hands', ""We'll take a stand"", 'And live to see another day']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
