,track,artist,track_id,release_date,dance,energy,loud,speech,acoust,live,valence,tempo,sim_score
151,Something Tonight,Taylor Acorn,1Yd0F4guRfYDSR29L7OUH5,2017-11-17,0.578,0.764,-4.108,0.035,0.184,0.0535,0.506,97.027,-15.860531034151876
152,Miss Me More,Kelsea Ballerini,5NfJGBAL9mgFPRQxKJmiX2,2018-10-26,0.643,0.72,-7.146,0.0527,0.014,0.0834,0.491,96.028,-16.818765414180668
153,Good Times Roll,Jimmie Allen,2A0JdQvwSbOtI9sSIIxgQR,2020-07-10,0.634,0.748,-3.916,0.0275,0.00935,0.172,0.704,95.991,-16.913927347628118
154,Knockin' Boots,Luke Bryan,6ERR6e7h6wCqGoz1TjiUJb,2019-03-29,0.739,0.682,-3.728,0.205,0.129,0.328,0.634,131.983,-17.313984464435972
155,This Is How We Roll - Remix,Florida Georgia Line,3Hs4ytyLFzB2HKk2ZSohko,2014-06-04,0.591,0.749,-4.145,0.0293,0.00677,0.195,0.595,132.08,-17.36643110945897
156,First Time,Timeflies,737fbbX3NFJcWz0hHqRAgN,2019-02-22,0.703,0.525,-10.515,0.166,0.334,0.36,0.491,95.915,-17.48297004606136
157,Memorized,Mat Kearney,38LC7jHjifqs5EnYUv4BgG,2018-05-04,0.547,0.555,-7.316,0.163,0.333,0.105,0.575,95.102,-17.75264635521081
158,Here,Mitchell Tenpenny,0ZgFA7lg9aWrcAIvu3uqVx,2020-04-10,0.606,0.89,-3.889,0.0769,0.0157,0.0594,0.762,91.992,-20.89782066817604
159,Vacation,Thomas Rhett,4DdF1l0DzBQy8YL2UVhPrU,2015-01-01,0.638,0.827,-5.793,0.0389,0.0054,0.0948,0.96,137.077,-22.28947913624517
160,Cool Again,Kane Brown,5P3oaNpPDVLRJsL3152SEs,2020-04-23,0.608,0.735,-5.497,0.0371,0.0156,0.361,0.773,90.007,-22.79650109351375
161,Classic and Perfect,Bryce Vine,2wqQ6IOm6pEIUOgPNzegah,2019-07-26,0.801,0.72,-6.533,0.185,0.387,0.157,0.689,90.004,-22.805149297654065
162,Swerve,Florida Georgia Line,24nFfy0Vq58gQdbpHP5aXw,2019-02-15,0.671,0.872,-4.574,0.0458,0.211,0.16,0.907,139.979,-25.21940200774221
163,Pompeii,Timeflies,2X7082NWHy3ILSMXz2eDlY,2017-04-18,0.709,0.662,-4.984,0.196,0.346,0.0649,0.527,141.349,-26.567696830631306
164,Ridin’ Roads,Dustin Lynch,2VPmBOuy7ZAOFSzKwW2IEt,2020-01-17,0.547,0.817,-4.255,0.0448,0.0986,0.136,0.592,142.118,-27.368587759061917
165,Lonely If You Are,Chase Rice,5TI10v8sy9VPp5YhVRVK1f,2020-01-24,0.681,0.726,-5.1,0.0453,0.162,0.119,0.819,84.979,-27.82963503087755
166,Throwin' Parties,Hunter Phelps,7d54CbPtYOmN4Eiu03fOlb,2019-04-12,0.519,0.712,-8.347,0.0303,0.0176,0.0722,0.374,142.973,-28.28609442362713
167,No Drama,Two Friends,4HFo810T6HpGX9lXwMixWt,2020-01-31,0.523,0.677,-6.471,0.0734,0.019,0.134,0.61,84.233,-28.571498464629762
168,Eastside,Dylan Scott,3sfJXqWV7sr2aQiSaahbZc,2018-12-14,0.541,0.734,-5.235,0.0457,0.0122,0.0696,0.69,83.938,-28.866936486717186
169,GIRL,Maren Morris,0pGXe7umwkcCm01Ipoxp0U,2019-03-08,0.44,0.793,-3.95,0.0501,0.0677,0.0788,0.447,143.603,-28.869265325541534
170,All My Favorite People (feat. Brothers Osborne),Maren Morris,0tEPv5fuzMhtm6NM5GvQiF,2019-03-08,0.422,0.919,-4.0,0.0639,0.0327,0.33,0.553,83.867,-28.98992201362983
171,Single Saturday Night,Cole Swindell,1irAliF0T8sLIOPJp6n7rU,2020-05-22,0.623,0.79,-5.07,0.0473,0.118,0.226,0.694,81.949,-30.85852982128337
172,All Eyes On Us,Jon Langston,2PtbdHcXDnUBwDUcwBFIMw,2016-08-28,0.276,0.903,-2.542,0.062,0.00485,0.127,0.723,81.286,-31.682586511261647
173,Beers And Sunshine,Darius Rucker,36ISlLb12gKuCCVTYXC0gb,2020-08-06,0.57,0.645,-5.816,0.0304,0.134,0.147,0.677,81.084,-31.713116422676684
174,NO SAD SONGS,Niko Moon,58J6FWRdf7PSUIDe9rbqdi,2021-02-19,0.748,0.779,-6.272,0.0559,0.011,0.294,0.771,146.859,-32.06972277315909
175,Taylor,Timeflies,4w56xPPJ8xSe6oSTLDy5MH,2017-04-18,0.705,0.474,-7.939,0.141,0.0613,0.641,0.561,80.074,-32.79193612644294
176,Mirrors on the Ceiling,mike.,4s5kD9Pdiy8iVmJ7TKRRy2,2018-11-12,0.735,0.334,-11.59,0.191,0.447,0.0956,0.594,148.09,-33.77406039581223
177,Rumor (Bryan Todd Remix),Lee Brice,1nBJxJ5aI1jWjcw731YwHe,2019-09-06,0.655,0.627,-5.274,0.0417,0.167,0.0862,0.592,78.024,-34.77720447477134
178,I'm on One,Timeflies,2f52zfo41G8JSMfXsxt6Ma,2017-04-18,0.719,0.559,-6.344,0.138,0.0283,0.0985,0.418,78.02,-34.78108322736475
179,Beer Never Broke My Heart,Luke Combs,7aEtlGHoiPAfRB084NiDmx,2019-11-08,0.538,0.863,-4.483,0.0481,0.0139,0.0874,0.637,77.001,-35.822859946174695
180,The Bones - with Hozier,Maren Morris,1yTTMcUhL7rtz08Dsgb7Qb,2019-10-04,0.561,0.597,-6.0,0.0405,0.286,0.0979,0.355,76.826,-35.97058619275058
181,I Hope,Gabby Barrett,23T0OX7QOiIUFShSzbJ5Uo,2020-06-19,0.466,0.536,-6.227,0.0429,0.0951,0.114,0.377,75.998,-36.80079255073363
182,Drew Barrymore - Crankdat Remix,Bryce Vine,5Hc35BziLaXfLebKmds2FV,2018-08-17,0.597,0.824,-4.846,0.0946,0.0933,0.114,0.297,152.011,-37.22993079948746
183,Drew Barrymore (feat. Wale),Bryce Vine,5RyFbMmfQ70WThTT6g4Vx0,2018-05-11,0.758,0.604,-6.343,0.0568,0.487,0.103,0.444,152.038,-37.246257742210574
184,Cool Anymore,Jordan Davis,4H1ScKTo6abUt8yTXDewct,2019-11-08,0.519,0.738,-5.452,0.0327,0.133,0.0986,0.506,155.972,-41.17855187487592
185,Diamonds,Morgan Evans,1ZHWO6q1J88f9WrRJbPupM,2019-11-08,0.634,0.823,-5.01,0.0367,0.322,0.317,0.964,157.878,-43.0936398326743
186,If I'm Being Honest,Kaitlyn Bristowe,5uZ65QBLbDSD1wdLgV6nz2,2020-05-14,0.553,0.859,-4.015,0.0444,0.0889,0.137,0.64,157.988,-43.231594377024216
187,Diamonds - Cash Cash Remix,Morgan Evans,2ByP6u4dKJSTmHziCVDteF,2020-05-29,0.458,0.805,-2.532,0.113,0.111,0.569,0.541,158.056,-43.38696510287227
188,Bitches,Mitchell Tenpenny,6gDLL171KDoV7VAdAvzHUq,2018-12-14,0.64,0.7,-4.912,0.0297,0.0843,0.222,0.737,168.012,-53.22530391674718
189,Bottoms Up - Remix,Brantley Gilbert,6hbwFerDj55bMGZZvcInze,2015-01-01,0.559,0.754,-5.509,0.0712,0.0153,0.355,0.303,169.977,-55.18362827776074
190,Best of You (with Elle King),Andy Grammer,1RcA6iOi510XKkKMK13zsf,2020-02-07,0.653,0.623,-5.989,0.0938,0.0515,0.0869,0.48,175.884,-61.08880914364197
191,These Days (Remix),MacKenzie Porter,0heNuib4Sav7wTa7WgpQ49,2020-11-06,0.565,0.919,-3.364,0.274,0.281,0.0807,0.479,175.944,-61.198984121363246
192,The Champion - Bonus Track,Carrie Underwood,2F6JxWMP2ZfmVErc3ZTmqQ,2018-09-14,0.529,0.87,-3.32,0.327,0.0529,0.0946,0.36,182.1,-67.35251778085133
193,"One Beer (HARDY feat. Lauren Alaina, Devin Dawson)",HIXTAPE,5FmvaZGd6fulojSToozLRD,2019-09-13,0.516,0.745,-8.352,0.0774,0.563,0.275,0.825,186.004,-71.25315989715328
194,I Look So Good (Without You),Jessie James Decker,1NxVd04cN2UoNtayFjDmnX,2009-01-01,0.316,0.866,-1.592,0.139,0.201,0.109,0.541,189.88,-75.20393102487297
195,Young Man's Blues,Parker McCollum,6ywiHcxaHBR39gRhud37XK,2020-08-14,0.549,0.869,-4.817,0.0546,0.0139,0.334,0.502,114.0,-0.1392851327027398
196,A Song to Remember,A Thousand Horses,62Ovt2av0MlBvorjVeINQP,2020-07-17,0.548,0.836,-6.371,0.0389,0.000297,0.126,0.522,114.893,-0.2808866503357421
197,Someone You Loved,Mitchell Tenpenny,2Gd3xovLjWKqPIfQNs3LP0,2020-05-01,0.664,0.602,-6.389,0.0286,0.0282,0.129,0.15,110.994,-1.8874983157740317
198,Need To Not,Jordan Davis,4Ls9R1CiOmiBe8A3U2WFNR,2021-03-12,0.668,0.701,-5.699,0.0373,0.26,0.0996,0.512,109.993,-2.8100432939271993
199,Nothing's Better,Filmore,1LtiNpTzzSX8qcvlPFLmeR,2020-09-25,0.8,0.515,-5.431,0.0351,0.0724,0.355,0.949,110.018,-2.8490037274081064
200,Grew Up On That,High Valley,1dwYdVvxMwMllDgwQuXMGs,2020-05-29,0.651,0.762,-6.084,0.0284,0.121,0.167,0.292,109.959,-2.858397683443089
201,Why We Drink,Justin Moore,4lSfhHd5Knwl8yQw2cVjAD,2019-07-26,0.624,0.903,-3.046,0.0347,0.00824,0.309,0.724,116.99,-3.2795699568065553
202,Gone Too Soon,Andrew Jannakos,07mnxqYqssab1EEBynCuQ4,2020-09-15,0.529,0.723,-6.022,0.035,0.0175,0.364,0.459,119.942,-5.160294140185043
203,This Damn Song,Pecos & the Rooftops,7s9bJQK8sr8yDyOAHn8miR,2019-04-20,0.647,0.472,-6.743,0.0323,0.193,0.269,0.166,120.187,-5.464347439115608
204,Didn't Miss a Beat,Easton Corbin,7FZvMc85kk6mCYzmRfqWLH,2020-08-21,0.654,0.796,-3.72,0.0369,0.0106,0.253,0.487,120.019,-5.587066109703062
205,Momma’s House,Dustin Lynch,51FVpJr3WL7vvdfCa7j2jr,2020-01-17,0.633,0.858,-3.509,0.0356,0.278,0.315,0.541,119.998,-5.6358934020673415
206,TRUCK,HARDY,0OPcMpjhDyILRccj05f6S6,2020-09-04,0.58,0.894,-3.698,0.0633,0.0595,0.237,0.454,120.063,-5.63713786986536
207,After A Few,Travis Denning,1z6wl2rwKatfmza6usanWw,2019-01-18,0.617,0.849,-4.316,0.0355,0.0146,0.194,0.695,106.998,-5.98266764307169
208,BOOTS,HARDY,48r61fmMtlyjaMgXhi0Go6,2020-09-04,0.544,0.871,-3.831,0.0392,0.181,0.0862,0.511,104.018,-8.9886976217922
209,Old Friends,Brantley Gilbert,6nALpEo7HOgVaKgoDHJ58V,2020-10-02,0.519,0.637,-4.969,0.0287,0.0231,0.0973,0.315,123.879,-9.126505168003506
210,Every Other Memory,Ryan Hurd,3t2xlkvPsrcyia0eBaCZ53,2020-04-20,0.633,0.732,-6.995,0.0351,0.000475,0.108,0.515,103.019,-9.843798405965691
211,GIVE HEAVEN SOME HELL,HARDY,2bVeUlOC5JjTpkQXuUUoYm,2020-09-04,0.639,0.843,-4.975,0.0362,0.0525,0.0854,0.528,126.047,-11.287774511505283
212,On the Run,Warren Zeiders,4Kt1bb3fWGhgRsoRgZCAJ8,2020-12-26,0.485,0.154,-16.972,0.046,0.561,0.335,0.254,107.679,-11.710685761342749
213,Don't Go Changing,Kip Moore,7L3JMPBLzzVdEeYRnHLI4d,2020-10-30,0.689,0.747,-5.861,0.0283,0.000267,0.0909,0.463,100.069,-12.732034598998421
214,Drunk Me - R3HAB Remix,Mitchell Tenpenny,3kwL8x4afaomYsX3d4cmPL,2019-05-03,0.659,0.905,-3.113,0.144,0.0957,0.229,0.382,100.009,-13.06166336012923
215,Good Taste,Levi Hummon,127BD1zjmo6iCRqZgh3wxR,2020-07-24,0.658,0.692,-5.825,0.0356,0.00327,0.108,0.735,95.979,-16.82201412715458
216,Freedom Was A Highway,Jimmie Allen,3J5jotqUAjU479WhAiNkpU,2020-07-10,0.566,0.859,-4.492,0.0409,0.0815,0.121,0.653,96.004,-16.84786497325662
217,Chasing After You (with Maren Morris),Ryan Hurd,1ZIKpMTRPqhwAoVXWY3tXI,2021-02-12,0.596,0.679,-6.395,0.0394,0.723,0.116,0.479,131.912,-17.129699936943176
218,Pretty Heart,Parker McCollum,6vC90OOjZR165Hw8CpsqEm,2019-08-30,0.562,0.683,-4.427,0.0296,0.00531,0.107,0.385,132.003,-17.265108740867085
219,All The Good Ones Are,Brothers Osborne,1IjgkEL1a0oBxSulmkQOUR,2020-10-09,0.713,0.818,-4.052,0.0651,0.00309,0.0657,0.922,132.037,-17.339155448703224
220,Down For It (feat. T.I.) - JD Walker Version,Willie Jones,1DgBv0OkqlVypiJn7oQNfb,2021-01-22,0.695,0.699,-4.177,0.0434,0.19,0.0992,0.196,95.073,-17.800500271524704
221,Does He Know About Us,David Morris,7kh1x5LXtJwjkherN1IoWS,2020-11-20,0.644,0.662,-5.403,0.0323,0.0537,0.155,0.216,95.001,-17.803950204773468
222,Giving You Up - Acoustic,Kameron Marlowe,5NIGKX5at9iO87OyOHmoiV,2020-06-12,0.683,0.351,-6.179,0.0273,0.832,0.0949,0.489,133.554,-18.769743162610865
223,I Bet You Wanna Know,Priscilla Block,0mOJz5X44w1RScid7BZ4Mq,2021-01-06,0.56,0.757,-4.932,0.0347,0.0665,0.324,0.611,93.998,-18.82237627792393
224,Some Things Never Change (feat. HARDY),Dallas Smith,7aqYYifyPQmuwWo7g4XWkR,2020-08-28,0.573,0.86,-3.824,0.035,0.0525,0.314,0.808,93.992,-18.913775360127012
225,Drinks,Jon Langston,1HBiHB3VJMC3CKpFZOo9Am,2020-02-07,0.476,0.745,-3.556,0.0366,0.0288,0.233,0.404,133.895,-19.23190638085307
226,Still Love You,Tyler Rich,79SpZx07lxhiWXirNVvqGZ,2020-09-04,0.691,0.746,-5.534,0.0398,0.0132,0.151,0.765,134.977,-20.188217850579182
227,A Little Lime,Jordan Davis,3vfBA0Q342toaXalxwPvOo,2020-05-22,0.659,0.846,-5.506,0.0401,0.329,0.122,0.801,92.011,-20.791987170829564
228,Goodyears,Travis Denning,2H3gNgGeQH6fVnZJ8MbBMl,2020-10-09,0.621,0.917,-5.057,0.0571,0.178,0.0764,0.548,135.972,-21.193309232415046
229,Heaven On Dirt,Tyler Farr,5ChipaSgn8iauH4LpeOFRk,2020-06-05,0.507,0.887,-4.797,0.0334,0.000298,0.104,0.285,136.091,-21.32476132470859
230,Almost Maybes,Jordan Davis,14JFKtBSqefxfMiKhq6JT8,2020-05-08,0.582,0.868,-3.927,0.0522,0.146,0.103,0.555,90.105,-22.771018419991957
231,Save Me,LANCO,41c0nW524VqMTPwATKSrdG,2020-07-17,0.604,0.748,-6.145,0.0297,0.0256,0.285,0.746,89.988,-22.813965135054662
232,The Good Ones,Gabby Barrett,3hLuHKzG1cmlRpq53ZVWd8,2020-06-19,0.519,0.552,-5.023,0.0259,0.18,0.149,0.331,89.957,-22.8539677431994
233,I Can't (feat. Old Dominion),Caitlyn Smith,2YoOaGlM2zGpYBanN3AxrV,2020-09-25,0.499,0.667,-4.336,0.0325,0.2,0.0894,0.38,137.905,-23.156945200202767
234,Love Is a Dead End Road,Tyler Braden,64LP4oTxEweNfKTCTGLhtg,2020-08-07,0.59,0.74,-6.293,0.0314,0.167,0.109,0.475,137.952,-23.161137312709435
235,half of my hometown (feat. Kenny Chesney),Kelsea Ballerini,59xdsxc0QGW6TDA3ZuQ9tS,2021-03-26,0.571,0.618,-4.966,0.0445,0.147,0.159,0.288,138.03,-23.251183696751795
236,Grew Apart,Logan Mize,73aofsDvxQznhWLfgQ5gBz,2021-01-27,0.624,0.64,-7.735,0.0806,0.0529,0.119,0.592,88.942,-23.927464416053272
237,My Kinda Morning,CHASE WRIGHT,33ZsGMBn43kXoVMmIRLW6q,2020-08-14,0.511,0.69,-6.696,0.0427,0.303,0.07,0.618,140.017,-25.23565553847659
238,What Do I Know (feat. HARDY),Robert Counts,2SncBUzb3UsejCoo4NHhtk,2021-03-05,0.533,0.589,-6.14,0.0299,0.0405,0.111,0.351,140.049,-25.256293099057242
239,Meet Me in the City,Adam Doleac,0swbLEe8Z5CKqvglG9zzmZ,2020-09-18,0.501,0.738,-6.301,0.0803,0.246,0.204,0.52,87.166,-25.63465869527147
240,Bucket List,Mitchell Tenpenny,7D1iGhQakEW8oFCfWBlRek,2021-01-01,0.565,0.743,-4.833,0.0329,0.0473,0.0781,0.423,85.012,-27.803532484429752
241,Detours,Jordan Davis,1xt5FBy475sGBgWEfMtUCL,2020-03-27,0.616,0.573,-6.668,0.0305,0.455,0.127,0.472,143.911,-29.12670800359042
242,Cabin In The Woods,Canaan Smith,47I4PBKCKSHTmJaShZ8Xmj,2020-10-23,0.592,0.721,-5.822,0.042,0.384,0.509,0.618,143.995,-29.2018551192406
243,Practice Swing,Logan Mize,07sDtrQOyt8825uhxIXhgF,2021-01-27,0.547,0.737,-5.611,0.0285,0.0326,0.124,0.216,144.012,-29.219659710420295
244,Giving You Up,Kameron Marlowe,3f3VeiJIaWOZcmkJpTqxyj,2019-06-14,0.529,0.848,-3.833,0.0427,0.0363,0.172,0.75,143.954,-29.228676766666428
245,Range Rover,Devin Dawson,4kDaK2kdMMWnDdtDGuRoDf,2020-10-02,0.765,0.718,-2.755,0.0473,0.415,0.0545,0.75,144.101,-29.46473720555619
246,Hey World,Lee Brice,53uUiDjA2lkwTMwzraswwl,2020-11-20,0.475,0.401,-10.396,0.0411,0.47,0.218,0.264,144.088,-29.633869375800362
247,This is Us,Jimmie Allen,7DnNU5rQLgy4KEYvFMrGgW,2020-02-21,0.549,0.883,-4.092,0.0344,0.148,0.0609,0.487,145.06,-30.31514584710722
248,I'm Not For Everyone,Brothers Osborne,143YESFOZqxVGrKEWisbid,2020-10-09,0.591,0.741,-4.867,0.0466,0.202,0.208,0.635,81.995,-30.817059324890476
249,Cocktail Conversations,Roman Alexander,5p9SMCSJ49mO4KyKdVGvlC,2020-09-18,0.469,0.73,-5.996,0.0615,0.00663,0.0863,0.546,145.987,-31.19337189752723
250,F-150,Robyn Ottolini,1k090Cp4kVflIXkQTcqIT9,2020-01-31,0.434,0.688,-5.805,0.0471,0.0213,0.131,0.508,147.655,-32.86063904806881
251,Who Didn't,Logan Mize,38LOcxSJdAPuOx0s3eGON9,2021-01-27,0.551,0.879,-3.998,0.0426,0.318,0.134,0.834,147.911,-33.16820679760057
252,Cold Beer Calling My Name,Jameson Rodgers,3dV1fjKOlLnaNK5MeZHXGv,2020-04-14,0.581,0.86,-4.092,0.039,0.048,0.169,0.79,148.318,-33.569987090590615
253,Cloud of Dust (feat. The Gronkowski Brothers),LOCASH,6ttWS9HFc1fkvIjPTko8EJ,2020-10-13,0.531,0.814,-4.657,0.0656,0.00686,0.379,0.43,150.089,-35.315126690116344
254,Heaven On Dirt,Teddy Robb,4QfQn0MYqBDFjCZuCct4Ty,2020-06-26,0.51,0.751,-4.521,0.0279,0.182,0.103,0.387,150.127,-35.3559290874762
255,Just About Over You - Radio Edit,Priscilla Block,4JFPLiaWIP5xqV1DCbSqeh,2020-10-09,0.546,0.788,-3.302,0.0324,0.189,0.159,0.585,150.084,-35.37795202926622
256,Something You Ain't Ever Had,Waterloo Revival,24QBf1y8rRcyBgKjoUlIdn,2020-04-24,0.488,0.781,-5.758,0.0446,0.0173,0.208,0.582,76.971,-35.82702357038374
257,All Night To Figure It Out,Jade Eagleson,765pyCjviXSvIfWagdroIT,2021-02-12,0.54,0.896,-3.362,0.0717,0.105,0.206,0.435,75.975,-36.904356525518274
258,Till There's Nothing Left,Cam,6rIIhxmidzI07z1kgiOqY8,2020-10-30,0.577,0.634,-6.905,0.0365,0.00339,0.209,0.335,75.752,-37.06024994912277
259,Love You Like I Used To,Russell Dickerson,1D7cfiC5mxqHfTCcOiRBej,2020-02-11,0.501,0.788,-4.624,0.0415,0.12,0.137,0.61,152.047,-37.27178983185387
260,Mix 'Em With Whiskey,Drake White,3VnXB2Z2Tpv9coAcUb4RVz,2020-04-17,0.667,0.691,-5.412,0.0363,0.0329,0.123,0.677,74.985,-37.815157794135004
261,Breakups,Seaforth,77Bt2DXJE1R1qsnm4D10Ox,2021-01-14,0.531,0.552,-5.945,0.0309,0.436,0.0786,0.328,74.931,-37.865764234112284
262,Brother,Tyler Braden,2RnEMVSTAG2BQh3LHXS9te,2020-05-01,0.407,0.492,-7.075,0.0324,0.479,0.263,0.0927,153.977,-39.20260172443568
263,Getting Over Him,Lauren Alaina,0OCY4cY7ZhmFMLR8Zipb51,2020-08-21,0.567,0.868,-4.699,0.0605,0.0931,0.0986,0.517,154.07,-39.291967316967806
264,Hard Days,Brantley Gilbert,2AqbOAAgaNRygNIJYcM69I,2020-06-05,0.308,0.616,-6.947,0.0363,0.0344,0.102,0.41,72.273,-40.539383019654956
265,Town Home,Austin Burke,3oYzZC4WuE9Ymqcp91cGzk,2020-12-31,0.63,0.683,-5.7,0.0307,0.15,0.133,0.486,155.927,-41.13170442758748
266,Tequila On A Boat (feat. Chris Lane),Dustin Lynch,3MWfVTC8ooCmpOveFJbvbT,2021-05-14,0.591,0.877,-3.364,0.0887,0.13,0.387,0.854,157.174,-42.4525513438923
267,Better Than That,Matt Stell,1R65hpDEf3BiYRmdaa7roQ,2020-09-24,0.469,0.88,-3.373,0.0719,0.00542,0.123,0.583,157.99,-43.26537438339361
268,More Than The Shine,Bryan Martin,2g5atBEX9Xjs6nQ1tq55SX,2020-12-21,0.548,0.91,-4.252,0.119,0.0368,0.0961,0.64,159.923,-45.15687814531653
269,ABBY,Travis Denning,6QD7xOu1N8s2NVOKqn6je8,2020-02-14,0.596,0.762,-4.576,0.0333,0.0363,0.0821,0.794,160.021,-45.24469810931406
270,Ballin',Rvshvd,7v4wYRh7jlMC6vpNKkaLwv,2020-04-09,0.77,0.606,-8.273,0.306,0.0833,0.0947,0.463,160.022,-45.2915410633476
271,Broken Up,Mitchell Tenpenny,1Jn0osXy1WcDyniHgs67jT,2020-07-03,0.578,0.869,-4.483,0.0355,0.0149,0.346,0.699,160.072,-45.298753515657474
272,Next Girl,Carly Pearce,4QpWhd7l2NrmGmfw4qGlpa,2020-09-04,0.583,0.867,-4.17,0.0637,0.143,0.0863,0.962,160.096,-45.334084208793854
273,Close Enough,Seaforth,3cofUarZTBOFUIwPfXgG8I,2020-11-06,0.644,0.645,-6.193,0.0471,0.0707,0.126,0.949,169.903,-55.110637267666135
274,Almost Maybes - Acoustic,Jordan Davis,4ZYpv3IMjQd6Hoi3xMKRPC,2020-09-11,0.644,0.7,-4.938,0.0694,0.504,0.0946,0.777,169.909,-55.12175349658628
275,The Ride (feat. Jordan Davis),Hailey Whitters,2uxVZJ82ARCrLXWTh2z7Rw,2021-01-15,0.563,0.687,-7.532,0.033,0.131,0.243,0.366,173.955,-59.18314632821719
276,My Way (feat. Tyler Hubbard),Lathan Warlick,42OXgCBByC4p3tm0w4MXIT,2021-03-19,0.692,0.713,-4.556,0.127,0.0981,0.163,0.399,175.96,-61.17808648658785
277,We Didn't Have Much,Justin Moore,0Iuw6WPws324i7G7sCejTX,2021-04-23,0.469,0.673,-8.015,0.0337,0.418,0.119,0.578,175.954,-61.19623365006599
278,Do the Lasso,Justin Champagne,14hhjKkymH4qAGg2zbUOET,2020-12-04,0.439,0.726,-4.086,0.035,0.255,0.107,0.614,178.113,-63.341537498598825
279,Silverado Saturday Night,Aaron Watson,3PDp4C3ycPS0U6OCn6e5ht,2020-09-25,0.538,0.853,-6.351,0.0504,0.0712,0.302,0.882,179.969,-65.17731450008833
280,Last Night All Day,Sean Stemaly,2CzsdGBxlKPDzKEKsYm3nA,2019-10-18,0.456,0.79,-4.792,0.0375,0.089,0.271,0.798,185.878,-71.09120574004575
281,Remember You Young,Thomas Rhett,3LK6wDkhbTyg8GhJidU9oC,2019-05-31,0.396,0.51,-6.274,0.0327,0.355,0.113,0.299,113.994,0.4579793605417063
282,Texas Time,Keith Urban,4jPrT31sSgKHikffKSLt8q,2018-04-27,0.856,0.651,-5.752,0.0465,0.106,0.0504,0.852,113.008,0.04684068194394253
283,Saltwater Gospel - Fins Up Version,Eli Young Band,4prrhYNSyBxEF5zz6zlHpT,2020-08-21,0.716,0.686,-6.787,0.0669,0.336,0.106,0.55,114.022,0.008129719367861332
284,Break. Up. Drunk.,Chase Rice,4DaR8M6Yj3XfZC6ixaRA4W,2020-05-15,0.562,0.743,-6.154,0.0574,0.0967,0.13,0.546,117.006,-2.236496027125633
285,Some People Do,Old Dominion,5xI2WO75cIHhGX55MlaIgU,2019-10-25,0.632,0.227,-9.459,0.0378,0.856,0.101,0.323,112.81,-2.8074225827452004
286,What's Up Cuz,Toby Keith,0bO1Lgr3lHsqS2kQnAy2iF,2020-04-03,0.657,0.872,-4.207,0.0278,0.000813,0.383,0.945,108.997,-4.11544305719163
287,Like a Man,Dallas Smith,5hMRMZPHw9LbkSiofv0RdT,2020-08-28,0.599,0.709,-4.019,0.0304,0.134,0.135,0.381,119.014,-4.533306021141489
288,Coyote Ugly (Dave Audé MegaMix),LeAnn Rimes,6eEAcjkSy4fQ2HXAPJChP1,2020-10-23,0.595,0.906,-4.189,0.103,0.00764,0.269,0.596,120.042,-5.479302764742525
289,Transform,Julianne Hough,5ZzVAxNJWsEot9KMOFL2nM,2019-09-18,0.574,0.738,-4.889,0.0529,0.0735,0.29,0.244,106.198,-6.667624705448117
290,Never Have I Ever,Danielle Bradbery,6eukLhc2DKSOgzPLOcihek,2020-05-08,0.537,0.483,-6.193,0.026,0.0695,0.0819,0.332,106.014,-6.795458662298222
291,Young Once,Sam Hunt,2Q04BmXs7Sr7ThizTmERj6,2020-04-03,0.641,0.644,-5.853,0.034,0.148,0.0791,0.471,105.941,-6.857497352312594
292,We Do,Kenny Chesney,0vleRfOdZmbhzdzWVph38W,2020-05-01,0.582,0.928,-3.771,0.0665,0.00771,0.0985,0.665,122.013,-7.489427943253885
293,Follow Me,Uncle Kracker,4KoecuyOpZaNFZ0UqVsllc,2000-06-13,0.817,0.585,-4.688,0.0301,0.439,0.147,0.916,105.014,-7.87341647019902
294,Done,Chris Janson,693NFnfJZt16AFDaZqlflo,2019-10-18,0.565,0.835,-3.379,0.0335,0.34,0.0726,0.763,105.007,-8.13710272578794
295,You and Islands,Zac Brown Band,5haL24SD1RkdS1NO8GLfCW,2020-07-31,0.654,0.727,-5.341,0.0307,0.0264,0.269,0.669,124.06,-9.283837895144007
296,Out The Cage,Keith Urban,3mRsqDndAcdKBInLbAsXiH,2020-09-18,0.665,0.946,-5.043,0.0455,0.0052,0.312,0.739,125.97,-11.213725217704832
297,Mona Lisas And Mad Hatters,Various Artists,3sZpfLcumDW0henSU6wbie,2018-04-06,0.659,0.518,-7.56,0.0399,0.129,0.107,0.356,127.892,-13.201971642472737
298,Ocean,Lady A,5G6Nf4Ytk3dzxnhfP2AhKR,2019-11-15,0.58,0.36,-7.93,0.0303,0.841,0.129,0.302,99.194,-13.762721375600174
299,Gabrielle,Brett Eldredge,73FNizJ3eMasXSufZqx97z,2020-07-10,0.707,0.722,-6.722,0.0284,0.0485,0.122,0.431,98.991,-13.834556290418591
300,There You'll Be - 2007 Remaster,Faith Hill,1s2khOWzC99udpUaPICLJI,2007,0.325,0.532,-7.208,0.0308,0.496,0.134,0.162,129.021,-14.292410109711245
301,Sleep at Night,The Chicks,08kXaWxw2QkXSQTlyH9GMc,2020-07-17,0.71,0.58,-6.794,0.0366,0.0316,0.0806,0.573,97.983,-14.844823768398356
